Border,Date,Measure,Value,Average
US-Canada Border,09/01/2001 12:00:00 AM,Trucks,542154,456591
US-Canada Border,09/01/2001 12:00:00 AM,Truck Containers Full,433313,313372
US-Canada Border,09/01/2001 12:00:00 AM,Bus Passengers,408931,325465
US-Mexico Border,09/01/2001 12:00:00 AM,Trucks,333294,456591
US-Mexico Border,09/01/2001 12:00:00 AM,Bus Passengers,236654,325465
US-Mexico Border,09/01/2001 12:00:00 AM,Truck Containers Full,178611,313372
US-Mexico Border,09/01/2001 12:00:00 AM,Truck Containers Empty,154211,114695
US-Canada Border,09/01/2001 12:00:00 AM,Rail Containers Full,103044,60058
US-Canada Border,09/01/2001 12:00:00 AM,Truck Containers Empty,80054,114695
US-Canada Border,09/01/2001 12:00:00 AM,Pedestrians,59148,2032770
US-Canada Border,09/01/2001 12:00:00 AM,Rail Containers Empty,36252,28216
US-Mexico Border,09/01/2001 12:00:00 AM,Rail Containers Empty,25932,28216
US-Mexico Border,09/01/2001 12:00:00 AM,Rail Containers Full,22973,60058
US-Canada Border,09/01/2001 12:00:00 AM,Train Passengers,22047,11469
US-Mexico Border,09/01/2001 12:00:00 AM,Buses,20891,18609
US-Canada Border,09/01/2001 12:00:00 AM,Buses,15102,18609
US-Canada Border,09/01/2001 12:00:00 AM,Trains,2661,1626
US-Mexico Border,09/01/2001 12:00:00 AM,Train Passengers,1417,11469
US-Mexico Border,09/01/2001 12:00:00 AM,Trains,618,1626
US-Mexico Border,09/01/2000 12:00:00 AM,Personal Vehicle Passengers,19726265,12505214
US-Canada Border,09/01/2000 12:00:00 AM,Personal Vehicle Passengers,8079059,12505214
US-Mexico Border,09/01/2000 12:00:00 AM,Personal Vehicles,7564316,5138097
US-Mexico Border,09/01/2000 12:00:00 AM,Pedestrians,3800747,1877320
US-Canada Border,09/01/2000 12:00:00 AM,Personal Vehicles,3375291,5138097
US-Canada Border,09/01/2000 12:00:00 AM,Trucks,588557,441322
US-Canada Border,09/01/2000 12:00:00 AM,Bus Passengers,553103,309305
US-Canada Border,09/01/2000 12:00:00 AM,Truck Containers Full,454959,292184
US-Mexico Border,09/01/2000 12:00:00 AM,Trucks,366768,441322
US-Mexico Border,09/01/2000 12:00:00 AM,Bus Passengers,210058,309305
US-Mexico Border,09/01/2000 12:00:00 AM,Truck Containers Full,150453,292184
US-Mexico Border,09/01/2000 12:00:00 AM,Truck Containers Empty,114347,110160
US-Canada Border,09/01/2000 12:00:00 AM,Rail Containers Full,104355,55869
US-Canada Border,09/01/2000 12:00:00 AM,Truck Containers Empty,75016,110160
US-Canada Border,09/01/2000 12:00:00 AM,Pedestrians,58446,1877320
US-Canada Border,09/01/2000 12:00:00 AM,Rail Containers Empty,32360,26428
US-Canada Border,09/01/2000 12:00:00 AM,Train Passengers,24877,11043
US-Mexico Border,09/01/2000 12:00:00 AM,Rail Containers Full,24689,55869
US-Mexico Border,09/01/2000 12:00:00 AM,Rail Containers Empty,21905,26428
US-Mexico Border,09/01/2000 12:00:00 AM,Buses,20921,17347
US-Canada Border,09/01/2000 12:00:00 AM,Buses,20752,17347
US-Canada Border,09/01/2000 12:00:00 AM,Trains,2808,1517
US-Mexico Border,09/01/2000 12:00:00 AM,Train Passengers,1536,11043
US-Mexico Border,09/01/2000 12:00:00 AM,Trains,619,1517
US-Mexico Border,08/01/2018 12:00:00 AM,Personal Vehicle Passengers,12338175,9188026
US-Mexico Border,08/01/2018 12:00:00 AM,Personal Vehicles,6554844,4533609
US-Canada Border,08/01/2018 12:00:00 AM,Personal Vehicle Passengers,6367333,9188026
US-Mexico Border,08/01/2018 12:00:00 AM,Pedestrians,3851303,1879508
US-Canada Border,08/01/2018 12:00:00 AM,Personal Vehicles,2999558,4533609
US-Mexico Border,08/01/2018 12:00:00 AM,Trucks,552741,460053
US-Canada Border,08/01/2018 12:00:00 AM,Trucks,508622,460053
US-Mexico Border,08/01/2018 12:00:00 AM,Truck Containers Full,401582,336163
US-Canada Border,08/01/2018 12:00:00 AM,Truck Containers Full,377595,336163
US-Canada Border,08/01/2018 12:00:00 AM,Bus Passengers,239821,249779
US-Mexico Border,08/01/2018 12:00:00 AM,Bus Passengers,218838,249779
US-Mexico Border,08/01/2018 12:00:00 AM,Truck Containers Empty,159349,118755
US-Canada Border,08/01/2018 12:00:00 AM,Rail Containers Full,148925,73963
US-Canada Border,08/01/2018 12:00:00 AM,Truck Containers Empty,141581,118755
US-Canada Border,08/01/2018 12:00:00 AM,Pedestrians,83530,1879508
US-Canada Border,08/01/2018 12:00:00 AM,Rail Containers Empty,60159,41302
US-Canada Border,08/01/2018 12:00:00 AM,Train Passengers,55602,11194
US-Mexico Border,08/01/2018 12:00:00 AM,Rail Containers Empty,42889,41302
US-Mexico Border,08/01/2018 12:00:00 AM,Rail Containers Full,40034,73963
US-Mexico Border,08/01/2018 12:00:00 AM,Buses,14961,15202
US-Canada Border,08/01/2018 12:00:00 AM,Buses,9222,15202
US-Canada Border,08/01/2018 12:00:00 AM,Trains,2099,1610
US-Mexico Border,08/01/2018 12:00:00 AM,Trains,928,1610
US-Mexico Border,08/01/2018 12:00:00 AM,Train Passengers,909,11194
US-Mexico Border,08/01/2017 12:00:00 AM,Personal Vehicle Passengers,12274160,9242044
US-Mexico Border,08/01/2017 12:00:00 AM,Personal Vehicles,6512489,4543926
US-Canada Border,08/01/2017 12:00:00 AM,Personal Vehicle Passengers,6250197,9242044
US-Mexico Border,08/01/2017 12:00:00 AM,Pedestrians,3485501,1878501
US-Canada Border,08/01/2017 12:00:00 AM,Personal Vehicles,2969278,4543926
US-Mexico Border,08/01/2017 12:00:00 AM,Trucks,523705,457658
US-Canada Border,08/01/2017 12:00:00 AM,Trucks,515625,457658
US-Canada Border,08/01/2017 12:00:00 AM,Truck Containers Full,378644,334584
US-Mexico Border,08/01/2017 12:00:00 AM,Truck Containers Full,361603,334584
US-Canada Border,08/01/2017 12:00:00 AM,Bus Passengers,242143,255512
US-Mexico Border,08/01/2017 12:00:00 AM,Bus Passengers,178102,255512
US-Mexico Border,08/01/2017 12:00:00 AM,Truck Containers Empty,160286,117392
US-Canada Border,08/01/2017 12:00:00 AM,Truck Containers Empty,148344,117392
US-Canada Border,08/01/2017 12:00:00 AM,Rail Containers Full,144179,72831
US-Canada Border,08/01/2017 12:00:00 AM,Pedestrians,72595,1878501
US-Canada Border,08/01/2017 12:00:00 AM,Rail Containers Empty,67070,40484
US-Canada Border,08/01/2017 12:00:00 AM,Train Passengers,46500,11137
US-Mexico Border,08/01/2017 12:00:00 AM,Rail Containers Empty,42851,40484
US-Mexico Border,08/01/2017 12:00:00 AM,Rail Containers Full,42747,72831
US-Mexico Border,08/01/2017 12:00:00 AM,Buses,14477,15485
US-Canada Border,08/01/2017 12:00:00 AM,Buses,10129,15485
US-Canada Border,08/01/2017 12:00:00 AM,Trains,1903,1620
US-Mexico Border,08/01/2017 12:00:00 AM,Trains,960,1620
US-Mexico Border,08/01/2017 12:00:00 AM,Train Passengers,896,11137
US-Mexico Border,08/01/2016 12:00:00 AM,Personal Vehicle Passengers,11934276,9317798
US-Mexico Border,08/01/2016 12:00:00 AM,Personal Vehicles,6340847,4558089
US-Canada Border,08/01/2016 12:00:00 AM,Personal Vehicle Passengers,6060320,9317798
US-Mexico Border,08/01/2016 12:00:00 AM,Pedestrians,3482590,1884388
US-Canada Border,08/01/2016 12:00:00 AM,Personal Vehicles,3006638,4558089
US-Canada Border,08/01/2016 12:00:00 AM,Trucks,522773,455523
US-Mexico Border,08/01/2016 12:00:00 AM,Trucks,504059,455523
US-Canada Border,08/01/2016 12:00:00 AM,Truck Containers Full,428504,331863
US-Mexico Border,08/01/2016 12:00:00 AM,Truck Containers Full,343256,331863
US-Mexico Border,08/01/2016 12:00:00 AM,Bus Passengers,239797,261498
US-Canada Border,08/01/2016 12:00:00 AM,Bus Passengers,237896,261498
US-Mexico Border,08/01/2016 12:00:00 AM,Truck Containers Empty,149194,115587
US-Canada Border,08/01/2016 12:00:00 AM,Rail Containers Full,137058,71827
US-Canada Border,08/01/2016 12:00:00 AM,Truck Containers Empty,108995,115587
US-Canada Border,08/01/2016 12:00:00 AM,Pedestrians,73314,1884388
US-Canada Border,08/01/2016 12:00:00 AM,Rail Containers Empty,57319,39813
US-Canada Border,08/01/2016 12:00:00 AM,Train Passengers,46816,11061
US-Mexico Border,08/01/2016 12:00:00 AM,Rail Containers Empty,41961,39813
US-Mexico Border,08/01/2016 12:00:00 AM,Rail Containers Full,41774,71827
US-Mexico Border,08/01/2016 12:00:00 AM,Buses,15197,15769
US-Canada Border,08/01/2016 12:00:00 AM,Buses,9832,15769
US-Canada Border,08/01/2016 12:00:00 AM,Trains,2553,1626
US-Mexico Border,08/01/2016 12:00:00 AM,Train Passengers,1697,11061
US-Mexico Border,08/01/2016 12:00:00 AM,Trains,891,1626
US-Mexico Border,08/01/2015 12:00:00 AM,Personal Vehicle Passengers,11822253,9406675
US-Mexico Border,08/01/2015 12:00:00 AM,Personal Vehicles,6245226,4575381
US-Canada Border,08/01/2015 12:00:00 AM,Personal Vehicle Passengers,6242965,9406675
US-Mexico Border,08/01/2015 12:00:00 AM,Pedestrians,3370632,1892828
US-Canada Border,08/01/2015 12:00:00 AM,Personal Vehicles,3096150,4575381
US-Canada Border,08/01/2015 12:00:00 AM,Trucks,480690,454099
US-Mexico Border,08/01/2015 12:00:00 AM,Trucks,433282,454099
US-Canada Border,08/01/2015 12:00:00 AM,Truck Containers Full,396724,329989
US-Mexico Border,08/01/2015 12:00:00 AM,Truck Containers Full,310971,329989
US-Mexico Border,08/01/2015 12:00:00 AM,Bus Passengers,252828,266335
US-Canada Border,08/01/2015 12:00:00 AM,Bus Passengers,249317,266335
US-Mexico Border,08/01/2015 12:00:00 AM,Truck Containers Empty,144469,115487
US-Canada Border,08/01/2015 12:00:00 AM,Rail Containers Full,135950,70907
US-Canada Border,08/01/2015 12:00:00 AM,Truck Containers Empty,109574,115487
US-Canada Border,08/01/2015 12:00:00 AM,Pedestrians,75643,1892828
US-Canada Border,08/01/2015 12:00:00 AM,Rail Containers Empty,63845,39377
US-Canada Border,08/01/2015 12:00:00 AM,Train Passengers,44515,10974
US-Mexico Border,08/01/2015 12:00:00 AM,Rail Containers Full,42948,70907
US-Mexico Border,08/01/2015 12:00:00 AM,Rail Containers Empty,36920,39377
US-Mexico Border,08/01/2015 12:00:00 AM,Buses,18096,16014
US-Canada Border,08/01/2015 12:00:00 AM,Buses,10844,16014
US-Canada Border,08/01/2015 12:00:00 AM,Trains,2610,1623
US-Mexico Border,08/01/2015 12:00:00 AM,Train Passengers,1078,10974
US-Mexico Border,08/01/2015 12:00:00 AM,Trains,866,1623
US-Mexico Border,08/01/2014 12:00:00 AM,Personal Vehicle Passengers,11039598,9504613
US-Canada Border,08/01/2014 12:00:00 AM,Personal Vehicle Passengers,7625126,9504613
US-Mexico Border,08/01/2014 12:00:00 AM,Personal Vehicles,5845113,4594567
US-Canada Border,08/01/2014 12:00:00 AM,Personal Vehicles,3669624,4594567
US-Mexico Border,08/01/2014 12:00:00 AM,Pedestrians,3418339,1904549
US-Canada Border,08/01/2014 12:00:00 AM,Trucks,472788,453024
US-Mexico Border,08/01/2014 12:00:00 AM,Trucks,442428,453024
US-Canada Border,08/01/2014 12:00:00 AM,Truck Containers Full,343070,328861
US-Mexico Border,08/01/2014 12:00:00 AM,Truck Containers Full,305735,328861
US-Mexico Border,08/01/2014 12:00:00 AM,Bus Passengers,297019,270814
US-Canada Border,08/01/2014 12:00:00 AM,Bus Passengers,283648,270814
US-Canada Border,08/01/2014 12:00:00 AM,Rail Containers Full,137412,69822
US-Mexico Border,08/01/2014 12:00:00 AM,Truck Containers Empty,132209,115075
US-Canada Border,08/01/2014 12:00:00 AM,Truck Containers Empty,116377,115075
US-Canada Border,08/01/2014 12:00:00 AM,Pedestrians,84822,1904549
US-Canada Border,08/01/2014 12:00:00 AM,Rail Containers Empty,67671,38617
US-Canada Border,08/01/2014 12:00:00 AM,Train Passengers,45973,10872
US-Mexico Border,08/01/2014 12:00:00 AM,Rail Containers Full,42184,69822
US-Mexico Border,08/01/2014 12:00:00 AM,Rail Containers Empty,36882,38617
US-Mexico Border,08/01/2014 12:00:00 AM,Buses,18743,16235
US-Canada Border,08/01/2014 12:00:00 AM,Buses,12071,16235
US-Canada Border,08/01/2014 12:00:00 AM,Trains,2447,1620
US-Mexico Border,08/01/2014 12:00:00 AM,Train Passengers,1021,10872
US-Mexico Border,08/01/2014 12:00:00 AM,Trains,894,1620
US-Mexico Border,08/01/2013 12:00:00 AM,Personal Vehicle Passengers,10684253,9629219
US-Canada Border,08/01/2013 12:00:00 AM,Personal Vehicle Passengers,7807992,9629219
US-Mexico Border,08/01/2013 12:00:00 AM,Personal Vehicles,5971428,4623369
US-Canada Border,08/01/2013 12:00:00 AM,Personal Vehicles,3741358,4623369
US-Mexico Border,08/01/2013 12:00:00 AM,Pedestrians,3491486,1915070
US-Canada Border,08/01/2013 12:00:00 AM,Trucks,476948,452459
US-Mexico Border,08/01/2013 12:00:00 AM,Trucks,435400,452459
US-Canada Border,08/01/2013 12:00:00 AM,Truck Containers Full,345371,328946
US-Mexico Border,08/01/2013 12:00:00 AM,Truck Containers Full,297249,328946
US-Canada Border,08/01/2013 12:00:00 AM,Bus Passengers,296286,275178
US-Mexico Border,08/01/2013 12:00:00 AM,Bus Passengers,285426,275178
US-Mexico Border,08/01/2013 12:00:00 AM,Truck Containers Empty,139714,114711
US-Canada Border,08/01/2013 12:00:00 AM,Rail Containers Full,129051,68749
US-Canada Border,08/01/2013 12:00:00 AM,Truck Containers Empty,116257,114711
US-Canada Border,08/01/2013 12:00:00 AM,Pedestrians,75318,1915070
US-Canada Border,08/01/2013 12:00:00 AM,Rail Containers Empty,68120,37781
US-Canada Border,08/01/2013 12:00:00 AM,Train Passengers,42588,10801
US-Mexico Border,08/01/2013 12:00:00 AM,Rail Containers Full,40457,68749
US-Mexico Border,08/01/2013 12:00:00 AM,Rail Containers Empty,33324,37781
US-Mexico Border,08/01/2013 12:00:00 AM,Buses,18466,16455
US-Canada Border,08/01/2013 12:00:00 AM,Buses,12400,16455
US-Canada Border,08/01/2013 12:00:00 AM,Trains,2472,1620
US-Mexico Border,08/01/2013 12:00:00 AM,Trains,821,1620
US-Mexico Border,08/01/2013 12:00:00 AM,Train Passengers,360,10801
US-Mexico Border,08/01/2012 12:00:00 AM,Personal Vehicle Passengers,9778573,9792970
US-Canada Border,08/01/2012 12:00:00 AM,Personal Vehicle Passengers,7593334,9792970
US-Mexico Border,08/01/2012 12:00:00 AM,Personal Vehicles,5326689,4666092
US-Canada Border,08/01/2012 12:00:00 AM,Personal Vehicles,3677389,4666092
US-Mexico Border,08/01/2012 12:00:00 AM,Pedestrians,3309013,1930726
US-Canada Border,08/01/2012 12:00:00 AM,Trucks,497866,452748
US-Mexico Border,08/01/2012 12:00:00 AM,Trucks,442540,452748
US-Canada Border,08/01/2012 12:00:00 AM,Truck Containers Full,335555,330267
US-Canada Border,08/01/2012 12:00:00 AM,Bus Passengers,301059,279507
US-Mexico Border,08/01/2012 12:00:00 AM,Truck Containers Full,292515,330267
US-Mexico Border,08/01/2012 12:00:00 AM,Bus Passengers,287795,279507
US-Mexico Border,08/01/2012 12:00:00 AM,Truck Containers Empty,150948,113946
US-Canada Border,08/01/2012 12:00:00 AM,Truck Containers Empty,129220,113946
US-Canada Border,08/01/2012 12:00:00 AM,Rail Containers Full,121787,67888
US-Canada Border,08/01/2012 12:00:00 AM,Pedestrians,67652,1930726
US-Canada Border,08/01/2012 12:00:00 AM,Rail Containers Empty,62271,37094
US-Canada Border,08/01/2012 12:00:00 AM,Train Passengers,43280,10743
US-Mexico Border,08/01/2012 12:00:00 AM,Rail Containers Full,35197,67888
US-Mexico Border,08/01/2012 12:00:00 AM,Rail Containers Empty,33860,37094
US-Mexico Border,08/01/2012 12:00:00 AM,Buses,18773,16705
US-Canada Border,08/01/2012 12:00:00 AM,Buses,12710,16705
US-Canada Border,08/01/2012 12:00:00 AM,Trains,2476,1624
US-Mexico Border,08/01/2012 12:00:00 AM,Trains,738,1624
US-Mexico Border,08/01/2012 12:00:00 AM,Train Passengers,223,10743
US-Mexico Border,08/01/2011 12:00:00 AM,Personal Vehicle Passengers,9502999,10010392
US-Canada Border,08/01/2011 12:00:00 AM,Personal Vehicle Passengers,7026785,10010392
US-Mexico Border,08/01/2011 12:00:00 AM,Personal Vehicles,5216812,4729273
US-Canada Border,08/01/2011 12:00:00 AM,Personal Vehicles,3437038,4729273
US-Mexico Border,08/01/2011 12:00:00 AM,Pedestrians,3225673,1949455
US-Canada Border,08/01/2011 12:00:00 AM,Trucks,463168,453690
US-Mexico Border,08/01/2011 12:00:00 AM,Trucks,395587,453690
US-Canada Border,08/01/2011 12:00:00 AM,Truck Containers Full,355280,331836
US-Mexico Border,08/01/2011 12:00:00 AM,Truck Containers Full,280230,331836
US-Canada Border,08/01/2011 12:00:00 AM,Bus Passengers,278337,284675
US-Mexico Border,08/01/2011 12:00:00 AM,Bus Passengers,257328,284675
US-Mexico Border,08/01/2011 12:00:00 AM,Truck Containers Empty,138808,113721
US-Canada Border,08/01/2011 12:00:00 AM,Rail Containers Full,105914,67429
US-Canada Border,08/01/2011 12:00:00 AM,Truck Containers Empty,102171,113721
US-Canada Border,08/01/2011 12:00:00 AM,Pedestrians,74700,1949455
US-Canada Border,08/01/2011 12:00:00 AM,Rail Containers Empty,57673,36217
US-Canada Border,08/01/2011 12:00:00 AM,Train Passengers,45368,10664
US-Mexico Border,08/01/2011 12:00:00 AM,Rail Containers Empty,35076,36217
US-Mexico Border,08/01/2011 12:00:00 AM,Rail Containers Full,30003,67429
US-Mexico Border,08/01/2011 12:00:00 AM,Buses,17086,16998
US-Canada Border,08/01/2011 12:00:00 AM,Buses,12666,16998
US-Canada Border,08/01/2011 12:00:00 AM,Trains,2404,1630
US-Mexico Border,08/01/2011 12:00:00 AM,Trains,782,1630
US-Mexico Border,08/01/2011 12:00:00 AM,Train Passengers,259,10664
US-Mexico Border,08/01/2010 12:00:00 AM,Personal Vehicle Passengers,10952142,10271328
US-Canada Border,08/01/2010 12:00:00 AM,Personal Vehicle Passengers,6790443,10271328
US-Mexico Border,08/01/2010 12:00:00 AM,Personal Vehicles,5383902,4811325
US-Mexico Border,08/01/2010 12:00:00 AM,Pedestrians,3260329,1974424
US-Canada Border,08/01/2010 12:00:00 AM,Personal Vehicles,3198905,4811325
US-Canada Border,08/01/2010 12:00:00 AM,Trucks,480133,455966
US-Mexico Border,08/01/2010 12:00:00 AM,Trucks,405326,455966
US-Canada Border,08/01/2010 12:00:00 AM,Truck Containers Full,367041,334146
US-Canada Border,08/01/2010 12:00:00 AM,Bus Passengers,279185,290896
US-Mexico Border,08/01/2010 12:00:00 AM,Bus Passengers,276526,290896
US-Mexico Border,08/01/2010 12:00:00 AM,Truck Containers Full,265658,334146
US-Mexico Border,08/01/2010 12:00:00 AM,Truck Containers Empty,133882,113871
US-Canada Border,08/01/2010 12:00:00 AM,Rail Containers Full,105803,67541
US-Canada Border,08/01/2010 12:00:00 AM,Truck Containers Empty,102053,113871
US-Canada Border,08/01/2010 12:00:00 AM,Pedestrians,56024,1974424
US-Canada Border,08/01/2010 12:00:00 AM,Rail Containers Empty,50032,35660
US-Canada Border,08/01/2010 12:00:00 AM,Train Passengers,41797,10607
US-Mexico Border,08/01/2010 12:00:00 AM,Rail Containers Empty,31952,35660
US-Mexico Border,08/01/2010 12:00:00 AM,Rail Containers Full,28812,67541
US-Mexico Border,08/01/2010 12:00:00 AM,Buses,19313,17301
US-Canada Border,08/01/2010 12:00:00 AM,Buses,12518,17301
US-Canada Border,08/01/2010 12:00:00 AM,Trains,2250,1651
US-Mexico Border,08/01/2010 12:00:00 AM,Trains,673,1651
US-Mexico Border,08/01/2010 12:00:00 AM,Train Passengers,288,10607
US-Mexico Border,08/01/2009 12:00:00 AM,Personal Vehicle Passengers,12667070,10515225
US-Canada Border,08/01/2009 12:00:00 AM,Personal Vehicle Passengers,6592286,10515225
US-Mexico Border,08/01/2009 12:00:00 AM,Personal Vehicles,6102660,4899841
US-Mexico Border,08/01/2009 12:00:00 AM,Pedestrians,3592350,2002963
US-Canada Border,08/01/2009 12:00:00 AM,Personal Vehicles,3033095,4899841
US-Canada Border,08/01/2009 12:00:00 AM,Trucks,435764,460006
US-Mexico Border,08/01/2009 12:00:00 AM,Trucks,352340,460006
US-Canada Border,08/01/2009 12:00:00 AM,Truck Containers Full,340909,337677
US-Canada Border,08/01/2009 12:00:00 AM,Bus Passengers,286052,299514
US-Mexico Border,08/01/2009 12:00:00 AM,Bus Passengers,232327,299514
US-Mexico Border,08/01/2009 12:00:00 AM,Truck Containers Full,219700,337677
US-Mexico Border,08/01/2009 12:00:00 AM,Truck Containers Empty,132059,114041
US-Canada Border,08/01/2009 12:00:00 AM,Truck Containers Empty,93685,114041
US-Canada Border,08/01/2009 12:00:00 AM,Rail Containers Full,87359,68331
US-Canada Border,08/01/2009 12:00:00 AM,Pedestrians,50073,2002963
US-Canada Border,08/01/2009 12:00:00 AM,Rail Containers Empty,45902,35328
